User_ID,Name,Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login,Recency,Frequency,Monthly_Spend,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
9277,Sarah Smith,65,France,Standard,2.62,Documentary,2024-12-23,68,2,15.49,185.88,4,1,3,413,8,New Customers
9278,Alex Martinez,70,Canada,Standard,538.06,Sci-Fi,2024-04-20,315,270,15.49,185.88,1,3,3,133,7,At Risk
9279,Alex Davis,80,Brazil,Premium,754.67,Documentary,2024-10-08,144,378,22.99,275.88,3,4,4,344,11,Potential Loyalists
9280,Chris Jones,75,UK,Premium,375.77,Drama,2025-02-12,17,188,22.99,275.88,5,2,4,524,11,New Customers
9281,Emma Hernandez,30,Canada,Basic,420.92,Action,2024-12-10,81,211,9.99,119.88,4,3,1,431,8,Loyal Customers
9282,James Davis,59,Canada,Standard,622.48,Romance,2024-08-04,209,312,15.49,185.88,3,4,3,343,10,Potential Loyalists
9283,Emma Johnson,47,Canada,Standard,717.39,Action,2024-11-08,113,359,15.49,185.88,4,4,3,443,11,Loyal Customers
9284,Chris Davis,57,Australia,Standard,229.38,Documentary,2025-02-17,12,115,15.49,185.88,5,2,3,523,10,New Customers
9285,John Johnson,60,Japan,Standard,257.38,Romance,2024-09-01,181,129,15.49,185.88,3,2,3,323,8,Needs Attention
9286,Chris Garcia,78,Canada,Standard,895.19,Action,2024-07-15,229,448,15.49,185.88,2,5,3,253,10,At Risk
9287,Alex Smith,29,Germany,Basic,140.43,Romance,2024-06-01,273,71,9.99,119.88,2,1,1,211,4,Hibernating
9288,Emma Smith,56,Japan,Premium,874.54,Sci-Fi,2024-03-26,340,438,22.99,275.88,1,5,4,154,10,At Risk
9289,Katie Miller,17,Brazil,Premium,94.12,Romance,2024-11-12,109,48,22.99,275.88,4,1,4,414,9,New Customers
9290,John Garcia,22,Japan,Standard,845.73,Comedy,2024-05-15,290,423,15.49,185.88,1,5,3,153,9,At Risk
9291,Chris Brown,16,UK,Basic,688.09,Action,2024-12-22,69,345,9.99,119.88,4,4,1,441,9,Loyal Customers
9292,Katie Davis,37,Australia,Premium,888.46,Drama,2024-12-10,81,445,22.99,275.88,4,5,4,454,13,Champions
9293,David Brown,40,Germany,Premium,575.42,Documentary,2024-06-03,271,288,22.99,275.88,2,3,4,234,9,At Risk
9294,Chris Miller,78,UK,Premium,565.86,Documentary,2024-10-05,147,283,22.99,275.88,3,3,4,334,10,Potential Loyalists
9295,Jane Smith,26,India,Standard,363.27,Sci-Fi,2025-03-06,-5,182,15.49,185.88,5,2,3,523,10,New Customers
9296,Katie Brown,40,UK,Basic,223.46,Drama,2024-09-01,181,112,9.99,119.88,3,2,1,321,6,Lost
9297,Alex Davis,52,USA,Basic,866.63,Romance,2024-07-14,230,434,9.99,119.88,2,5,1,251,8,Lost
9298,John Miller,19,USA,Standard,404.6,Romance,2024-11-21,100,203,15.49,185.88,4,3,3,433,10,Loyal Customers
9299,Sarah Smith,38,Brazil,Premium,639.26,Horror,2024-12-01,90,320,22.99,275.88,4,4,4,444,12,Champions
9300,Chris Johnson,65,France,Premium,319.2,Documentary,2024-12-28,63,160,22.99,275.88,5,2,4,524,11,New Customers
9301,Alex Miller,33,USA,Basic,539.66,Romance,2024-09-15,167,270,9.99,119.88,3,3,1,331,7,Promising
9302,Emma Miller,18,UK,Basic,560.82,Sci-Fi,2024-10-11,141,281,9.99,119.88,3,3,1,331,7,Promising
9303,Sarah Brown,78,France,Standard,702.79,Comedy,2024-07-17,227,352,15.49,185.88,2,4,3,243,9,At Risk
9304,David Hernandez,36,France,Standard,49.81,Documentary,2025-01-01,59,25,15.49,185.88,5,1,3,513,9,New Customers
9305,Sarah Williams,44,Australia,Premium,296.93,Action,2025-03-03,-2,149,22.99,275.88,5,2,4,524,11,New Customers
9306,Jane Miller,57,UK,Basic,887.99,Comedy,2024-09-02,180,444,9.99,119.88,3,5,1,351,9,Promising
9307,Emma Williams,27,USA,Standard,328.09,Sci-Fi,2024-07-15,229,165,15.49,185.88,2,2,3,223,7,Hibernating
9308,John Garcia,74,Canada,Standard,560.43,Action,2024-11-24,97,281,15.49,185.88,4,3,3,433,10,Loyal Customers
9309,Jane Martinez,51,France,Basic,238.41,Romance,2024-06-11,263,120,9.99,119.88,2,2,1,221,5,Hibernating
9310,David Martinez,17,Germany,Standard,886.2,Horror,2024-08-05,208,444,15.49,185.88,3,5,3,353,11,Potential Loyalists
9311,Katie Garcia,65,France,Premium,759.06,Documentary,2024-11-09,112,380,22.99,275.88,4,4,4,444,12,Champions
9312,Chris Brown,79,Australia,Basic,798.38,Romance,2024-04-29,306,400,9.99,119.88,1,5,1,151,7,Lost
9313,John Davis,39,UK,Premium,70.97,Drama,2024-10-31,121,36,22.99,275.88,4,1,4,414,9,New Customers
9314,Chris Martinez,20,India,Standard,956.17,Action,2024-03-08,358,479,15.49,185.88,1,5,3,153,9,At Risk
9315,Michael Hernandez,38,Australia,Basic,734.89,Drama,2024-12-01,90,368,9.99,119.88,4,4,1,441,9,Loyal Customers
9316,Sarah Johnson,49,Australia,Standard,556.57,Comedy,2024-06-07,267,279,15.49,185.88,2,3,3,233,8,At Risk
9317,Emma Smith,37,Canada,Premium,154.18,Documentary,2024-03-28,338,78,22.99,275.88,1,1,4,114,6,Lost
9318,Katie Martinez,43,Japan,Basic,351.74,Documentary,2024-08-21,192,176,9.99,119.88,3,2,1,321,6,Lost
9319,Emma Miller,51,Japan,Standard,26.15,Horror,2024-03-09,357,14,15.49,185.88,1,1,3,113,5,Lost
9320,Jane Smith,80,Brazil,Standard,444.52,Documentary,2024-03-23,343,223,15.49,185.88,1,3,3,133,7,At Risk
9321,Michael Johnson,18,Brazil,Premium,629.53,Comedy,2024-06-26,248,315,22.99,275.88,2,4,4,244,10,At Risk
9322,Jane Smith,28,Mexico,Standard,287.86,Horror,2024-07-23,221,144,15.49,185.88,2,2,3,223,7,Hibernating
9323,Alex Hernandez,17,Mexico,Premium,812.86,Sci-Fi,2024-06-14,260,407,22.99,275.88,2,5,4,254,11,At Risk
9324,Chris Jones,14,USA,Premium,19.7,Horror,2024-05-17,288,10,22.99,275.88,1,1,4,114,6,Lost
9325,Jane Martinez,47,Canada,Basic,491.01,Sci-Fi,2024-03-21,345,246,9.99,119.88,1,3,1,131,5,Lost
9326,Alex Brown,67,France,Standard,236.54,Romance,2024-03-15,351,119,15.49,185.88,1,2,3,123,6,Lost
9327,Emma Miller,39,Canada,Basic,850.21,Romance,2024-09-29,153,426,9.99,119.88,3,5,1,351,9,Promising
9328,David Smith,47,France,Premium,270.12,Action,2025-02-06,23,136,22.99,275.88,5,2,4,524,11,New Customers
9329,Sarah Hernandez,80,UK,Premium,813.31,Romance,2024-11-19,102,407,22.99,275.88,4,5,4,454,13,Champions
9330,John Brown,18,USA,Standard,834.67,Documentary,2024-05-09,296,418,15.49,185.88,1,5,3,153,9,At Risk
9331,John Johnson,29,India,Basic,259.84,Action,2024-10-26,126,130,9.99,119.88,4,2,1,421,7,New Customers
9332,Jane Smith,34,France,Basic,260.09,Drama,2024-05-26,279,131,9.99,119.88,2,2,1,221,5,Hibernating
9333,Jane Brown,38,Brazil,Premium,503.43,Comedy,2024-09-04,178,252,22.99,275.88,3,3,4,334,10,Potential Loyalists
9334,John Martinez,77,USA,Premium,773.71,Drama,2024-08-11,202,387,22.99,275.88,3,4,4,344,11,Potential Loyalists
9335,John Hernandez,30,Mexico,Basic,134.89,Drama,2025-02-21,8,68,9.99,119.88,5,1,1,511,7,New Customers
9336,Katie Jones,22,UK,Standard,130.89,Sci-Fi,2024-05-27,278,66,15.49,185.88,2,1,3,213,6,Hibernating
9337,John Smith,38,USA,Basic,730.09,Drama,2024-09-28,154,366,9.99,119.88,3,4,1,341,8,Promising
9338,Chris Martinez,57,USA,Premium,19.38,Romance,2024-09-21,161,10,22.99,275.88,3,1,4,314,8,Lost
9339,Michael Williams,73,USA,Basic,221.25,Action,2025-02-14,15,111,9.99,119.88,5,2,1,521,8,New Customers
9340,Alex Williams,73,France,Basic,897.82,Horror,2025-02-14,15,449,9.99,119.88,5,5,1,551,11,Loyal Customers
9341,Katie Jones,26,Japan,Standard,642.86,Horror,2024-08-03,210,322,15.49,185.88,3,4,3,343,10,Potential Loyalists
9342,James Jones,55,USA,Premium,904.6,Documentary,2024-09-27,155,453,22.99,275.88,3,5,4,354,12,Potential Loyalists
9343,James Davis,19,Brazil,Basic,380.24,Action,2025-02-08,21,191,9.99,119.88,5,2,1,521,8,New Customers
9344,Emma Hernandez,71,Mexico,Premium,997.56,Romance,2024-10-25,127,499,22.99,275.88,4,5,4,454,13,Champions
9345,James Brown,31,Germany,Premium,785.02,Romance,2024-07-10,234,393,22.99,275.88,2,4,4,244,10,At Risk
9346,Sarah Miller,70,UK,Premium,47.76,Sci-Fi,2024-07-26,218,24,22.99,275.88,2,1,4,214,7,Hibernating
9347,Emma Williams,72,Germany,Basic,630.15,Romance,2024-11-17,104,316,9.99,119.88,4,4,1,441,9,Loyal Customers
9348,Alex Hernandez,24,Mexico,Basic,860.88,Comedy,2024-03-08,358,431,9.99,119.88,1,5,1,151,7,Lost
9349,David Hernandez,20,Mexico,Standard,628.88,Drama,2024-03-14,352,315,15.49,185.88,1,4,3,143,8,At Risk
9350,Katie Martinez,70,France,Standard,29.41,Sci-Fi,2025-02-21,8,15,15.49,185.88,5,1,3,513,9,New Customers
9351,John Miller,57,India,Basic,773.32,Documentary,2024-05-19,286,387,9.99,119.88,2,4,1,241,7,Lost
9352,John Smith,58,Japan,Basic,785.93,Comedy,2025-02-12,17,393,9.99,119.88,5,4,1,541,10,Loyal Customers
9353,Chris Miller,22,Canada,Basic,526.2,Horror,2024-08-10,203,264,9.99,119.88,3,3,1,331,7,Promising
9354,Chris Brown,13,Australia,Premium,603.87,Documentary,2025-03-05,-4,302,22.99,275.88,5,4,4,544,13,Champions
9355,Michael Miller,17,India,Standard,918.07,Sci-Fi,2024-03-26,340,460,15.49,185.88,1,5,3,153,9,At Risk
9356,Katie Williams,49,India,Premium,505.24,Action,2024-09-14,168,253,22.99,275.88,3,3,4,334,10,Potential Loyalists
9357,Katie Hernandez,70,France,Premium,749.86,Comedy,2025-01-16,44,375,22.99,275.88,5,4,4,544,13,Champions
9358,Emma Garcia,53,Mexico,Basic,167.63,Drama,2024-07-15,229,84,9.99,119.88,2,1,1,211,4,Hibernating
9359,Alex Miller,43,India,Basic,636.01,Comedy,2024-05-01,304,319,9.99,119.88,1,4,1,141,6,Lost
9360,David Davis,37,Mexico,Premium,719.41,Action,2024-09-02,180,360,22.99,275.88,3,4,4,344,11,Potential Loyalists
9361,Michael Garcia,49,Germany,Basic,225.94,Horror,2024-03-22,344,113,9.99,119.88,1,2,1,121,4,Lost
9362,Alex Garcia,38,Mexico,Standard,672.97,Comedy,2024-03-19,347,337,15.49,185.88,1,4,3,143,8,At Risk
9363,James Hernandez,28,Germany,Standard,773.83,Documentary,2024-07-29,215,387,15.49,185.88,2,4,3,243,9,At Risk
9364,Chris Williams,22,USA,Premium,62.47,Romance,2024-10-17,135,32,22.99,275.88,4,1,4,414,9,New Customers
9365,David Martinez,35,Germany,Premium,298.43,Drama,2024-04-09,326,150,22.99,275.88,1,2,4,124,7,Lost
9366,Katie Hernandez,27,Canada,Standard,114.87,Sci-Fi,2024-10-17,135,58,15.49,185.88,4,1,3,413,8,New Customers
9367,Michael Jones,13,Japan,Basic,929.09,Romance,2024-11-04,117,465,9.99,119.88,4,5,1,451,10,Loyal Customers
9368,John Johnson,59,USA,Premium,651.98,Action,2024-05-18,287,326,22.99,275.88,1,4,4,144,9,At Risk
9369,David Miller,72,Mexico,Standard,427.98,Romance,2025-03-07,-6,214,15.49,185.88,5,3,3,533,11,Loyal Customers
9370,Alex Davis,53,Brazil,Standard,914.93,Romance,2025-02-26,3,458,15.49,185.88,5,5,3,553,13,Loyal Customers
9371,David Williams,22,Canada,Basic,284.14,Horror,2024-11-14,107,143,9.99,119.88,4,2,1,421,7,New Customers
9372,Emma Miller,26,Australia,Basic,703.05,Sci-Fi,2025-02-05,24,352,9.99,119.88,5,4,1,541,10,Loyal Customers
9373,David Garcia,23,Australia,Standard,974.68,Sci-Fi,2024-06-23,251,488,15.49,185.88,2,5,3,253,10,At Risk
9374,Jane Johnson,59,India,Basic,399.71,Action,2024-11-13,108,200,9.99,119.88,4,2,1,421,7,New Customers
9375,Jane Miller,33,Australia,Basic,636.7,Documentary,2025-01-07,53,319,9.99,119.88,5,4,1,541,10,Loyal Customers
9376,Jane Williams,44,India,Standard,413.47,Sci-Fi,2024-06-23,251,207,15.49,185.88,2,3,3,233,8,At Risk
9377,John Smith,51,Canada,Premium,365.88,Sci-Fi,2024-05-12,293,183,22.99,275.88,1,2,4,124,7,Lost
9378,James Hernandez,52,India,Premium,569.9,Action,2024-07-15,229,285,22.99,275.88,2,3,4,234,9,At Risk
9379,David Jones,18,India,Premium,507.38,Comedy,2024-05-24,281,254,22.99,275.88,2,3,4,234,9,At Risk
9380,Emma Garcia,22,Canada,Standard,832.88,Documentary,2024-04-18,317,417,15.49,185.88,1,5,3,153,9,At Risk
9381,Michael Williams,18,Brazil,Premium,845.67,Documentary,2025-02-06,23,423,22.99,275.88,5,5,4,554,14,Champions
9382,David Miller,31,France,Premium,609.73,Action,2025-01-09,51,305,22.99,275.88,5,4,4,544,13,Champions
9383,Jane Jones,38,Japan,Premium,763.75,Comedy,2025-01-03,57,382,22.99,275.88,5,4,4,544,13,Champions
9384,David Miller,36,France,Standard,681.34,Romance,2024-04-27,308,341,15.49,185.88,1,4,3,143,8,At Risk
9385,John Jones,49,UK,Basic,402.85,Romance,2024-10-01,151,202,9.99,119.88,3,2,1,321,6,Lost
9386,Emma Miller,58,UK,Premium,220.16,Romance,2025-01-11,49,111,22.99,275.88,5,2,4,524,11,New Customers
9387,David Miller,45,UK,Standard,566.45,Romance,2024-04-11,324,284,15.49,185.88,1,3,3,133,7,At Risk
9388,David Johnson,79,Brazil,Premium,966.52,Documentary,2024-12-20,71,484,22.99,275.88,4,5,4,454,13,Champions
9389,Michael Williams,55,Japan,Premium,407.87,Comedy,2024-06-12,262,204,22.99,275.88,2,3,4,234,9,At Risk
9390,Sarah Williams,47,France,Premium,547.63,Comedy,2024-04-25,310,274,22.99,275.88,1,3,4,134,8,At Risk
9391,James Smith,22,France,Standard,946.36,Action,2024-03-22,344,474,15.49,185.88,1,5,3,153,9,At Risk
9392,Sarah Smith,24,Japan,Basic,581.38,Drama,2024-03-10,356,291,9.99,119.88,1,3,1,131,5,Lost
9393,Alex Brown,33,UK,Basic,87.13,Comedy,2024-10-29,123,44,9.99,119.88,4,1,1,411,6,New Customers
9394,Chris Brown,77,Germany,Premium,824.38,Action,2024-07-09,235,413,22.99,275.88,2,5,4,254,11,At Risk
9395,James Johnson,80,UK,Premium,895.27,Sci-Fi,2025-01-28,32,448,22.99,275.88,5,5,4,554,14,Champions
9396,Jane Brown,70,Canada,Basic,597.79,Drama,2024-03-10,356,299,9.99,119.88,1,3,1,131,5,Lost
9397,David Smith,60,USA,Premium,931.16,Sci-Fi,2024-06-05,269,466,22.99,275.88,2,5,4,254,11,At Risk
9398,Michael Jones,71,France,Premium,113.86,Comedy,2024-06-07,267,57,22.99,275.88,2,1,4,214,7,Hibernating
9399,Alex Williams,55,Mexico,Premium,183.06,Comedy,2024-07-15,229,92,22.99,275.88,2,1,4,214,7,Hibernating
9400,John Davis,38,UK,Premium,562.78,Horror,2024-08-09,204,282,22.99,275.88,3,3,4,334,10,Potential Loyalists
9401,Sarah Jones,41,Mexico,Standard,156.39,Sci-Fi,2024-09-14,168,79,15.49,185.88,3,1,3,313,7,Lost
9402,Alex Williams,56,Canada,Basic,682.33,Comedy,2024-09-19,163,342,9.99,119.88,3,4,1,341,8,Promising
9403,John Johnson,42,Germany,Standard,507.08,Romance,2024-06-19,255,254,15.49,185.88,2,3,3,233,8,At Risk
9404,Sarah Davis,20,UK,Basic,144.5,Drama,2024-10-09,143,73,9.99,119.88,3,1,1,311,5,Lost
9405,John Johnson,56,France,Basic,118.4,Documentary,2024-03-18,348,60,9.99,119.88,1,1,1,111,3,Lost
9406,Michael Johnson,42,UK,Standard,941.76,Horror,2024-07-18,226,471,15.49,185.88,2,5,3,253,10,At Risk
9407,Emma Garcia,76,Canada,Premium,272.66,Drama,2025-02-25,4,137,22.99,275.88,5,2,4,524,11,New Customers
9408,Chris Hernandez,46,India,Standard,284.08,Action,2024-08-09,204,143,15.49,185.88,3,2,3,323,8,Needs Attention
9409,Emma Williams,28,Brazil,Basic,278.15,Drama,2025-02-22,7,140,9.99,119.88,5,2,1,521,8,New Customers
9410,John Smith,69,Brazil,Premium,809.23,Horror,2025-03-02,-1,405,22.99,275.88,5,5,4,554,14,Champions
9411,Chris Johnson,78,India,Basic,318.24,Romance,2024-03-14,352,160,9.99,119.88,1,2,1,121,4,Lost
9412,Katie Brown,44,UK,Basic,148.13,Horror,2024-11-24,97,75,9.99,119.88,4,1,1,411,6,New Customers
9413,Sarah Hernandez,72,Brazil,Premium,477.97,Comedy,2024-10-08,144,239,22.99,275.88,3,3,4,334,10,Potential Loyalists
9414,Alex Jones,32,Canada,Basic,661.38,Sci-Fi,2024-05-20,285,331,9.99,119.88,2,4,1,241,7,Lost
9415,Michael Hernandez,15,Germany,Premium,92.45,Documentary,2024-08-21,192,47,22.99,275.88,3,1,4,314,8,Lost
9416,Michael Brown,47,Mexico,Basic,863.54,Documentary,2024-03-19,347,432,9.99,119.88,1,5,1,151,7,Lost
9417,James Brown,57,India,Basic,946.49,Sci-Fi,2024-06-11,263,474,9.99,119.88,2,5,1,251,8,Lost
9418,Jane Miller,25,UK,Basic,509.78,Horror,2024-10-08,144,255,9.99,119.88,3,3,1,331,7,Promising
9419,John Martinez,34,UK,Standard,346.28,Sci-Fi,2025-01-05,55,174,15.49,185.88,5,2,3,523,10,New Customers
9420,Michael Brown,63,UK,Basic,75.4,Sci-Fi,2024-10-31,121,38,9.99,119.88,4,1,1,411,6,New Customers
9421,Katie Johnson,70,India,Standard,149.86,Action,2024-12-30,61,75,15.49,185.88,5,1,3,513,9,New Customers
9422,Sarah Williams,36,Australia,Basic,91.94,Sci-Fi,2024-05-05,300,46,9.99,119.88,1,1,1,111,3,Lost
9423,Michael Miller,60,UK,Standard,364.56,Horror,2024-05-15,290,183,15.49,185.88,1,2,3,123,6,Lost
9424,Emma Martinez,53,Brazil,Basic,547.51,Romance,2024-11-05,116,274,9.99,119.88,4,3,1,431,8,Loyal Customers
9425,Emma Hernandez,15,Japan,Premium,168.54,Documentary,2024-05-20,285,85,22.99,275.88,2,1,4,214,7,Hibernating
9426,Jane Miller,26,Germany,Premium,920.44,Romance,2024-03-13,353,461,22.99,275.88,1,5,4,154,10,At Risk
9427,John Garcia,51,Canada,Premium,942.85,Documentary,2025-02-25,4,472,22.99,275.88,5,5,4,554,14,Champions
9428,Sarah Smith,24,India,Basic,24.42,Action,2025-01-19,41,13,9.99,119.88,5,1,1,511,7,New Customers
9429,Jane Davis,67,Canada,Standard,79.31,Drama,2024-04-18,317,40,15.49,185.88,1,1,3,113,5,Lost
9430,Jane Miller,42,Mexico,Premium,886.01,Comedy,2025-01-12,48,444,22.99,275.88,5,5,4,554,14,Champions
9431,John Jones,56,Germany,Standard,996.46,Horror,2025-02-06,23,499,15.49,185.88,5,5,3,553,13,Loyal Customers
9432,Chris Miller,15,Japan,Basic,536.49,Action,2024-05-31,274,269,9.99,119.88,2,3,1,231,6,Lost
9433,David Johnson,73,Brazil,Premium,148.93,Comedy,2024-08-03,210,75,22.99,275.88,3,1,4,314,8,Lost
9434,James Smith,78,Australia,Standard,998.87,Comedy,2025-01-04,56,500,15.49,185.88,5,5,3,553,13,Loyal Customers
9435,Michael Davis,43,UK,Basic,645.73,Action,2024-05-08,297,323,9.99,119.88,1,4,1,141,6,Lost
9436,Katie Brown,40,UK,Premium,821.53,Drama,2024-11-29,92,411,22.99,275.88,4,5,4,454,13,Champions
9437,Chris Hernandez,36,France,Standard,657.89,Documentary,2024-09-01,181,329,15.49,185.88,3,4,3,343,10,Potential Loyalists
9438,Alex Martinez,50,Canada,Basic,321.86,Horror,2024-06-22,252,161,9.99,119.88,2,2,1,221,5,Hibernating
9439,Michael Johnson,50,Germany,Premium,478.02,Drama,2024-05-27,278,240,22.99,275.88,2,3,4,234,9,At Risk
9440,Katie Martinez,69,USA,Standard,785.26,Documentary,2024-08-06,207,393,15.49,185.88,3,4,3,343,10,Potential Loyalists
9441,Alex Miller,31,France,Premium,812.58,Sci-Fi,2024-10-26,126,407,22.99,275.88,4,5,4,454,13,Champions
9442,Katie Miller,76,UK,Basic,66.19,Drama,2024-07-12,232,34,9.99,119.88,2,1,1,211,4,Hibernating
9443,Chris Hernandez,14,Canada,Standard,94.06,Drama,2024-10-09,143,48,15.49,185.88,3,1,3,313,7,Lost
9444,David Hernandez,52,Japan,Premium,17.65,Action,2024-10-27,125,9,22.99,275.88,4,1,4,414,9,New Customers
9445,Emma Davis,14,Germany,Premium,27.34,Comedy,2024-12-23,68,14,22.99,275.88,4,1,4,414,9,New Customers
9446,David Smith,28,USA,Premium,409.84,Sci-Fi,2024-09-16,166,205,22.99,275.88,3,3,4,334,10,Potential Loyalists
9447,James Brown,32,Germany,Standard,813.1,Romance,2024-03-23,343,407,15.49,185.88,1,5,3,153,9,At Risk
9448,Emma Miller,67,Australia,Premium,774.64,Documentary,2024-05-16,289,388,22.99,275.88,1,4,4,144,9,At Risk
9449,John Johnson,62,Japan,Standard,312.07,Comedy,2024-07-27,217,157,15.49,185.88,2,2,3,223,7,Hibernating
9450,Chris Miller,38,Japan,Premium,637.0,Sci-Fi,2024-12-29,62,319,22.99,275.88,5,4,4,544,13,Champions
9451,James Garcia,73,France,Standard,101.82,Documentary,2024-09-03,179,51,15.49,185.88,3,1,3,313,7,Lost
9452,David Davis,57,UK,Standard,116.39,Action,2024-03-31,335,59,15.49,185.88,1,1,3,113,5,Lost
9453,Sarah Smith,48,USA,Standard,293.11,Comedy,2024-08-24,189,147,15.49,185.88,3,2,3,323,8,Needs Attention
9454,Sarah Williams,39,Japan,Standard,625.4,Sci-Fi,2024-03-26,340,313,15.49,185.88,1,4,3,143,8,At Risk
9455,David Smith,13,UK,Premium,851.52,Comedy,2024-05-19,286,426,22.99,275.88,2,5,4,254,11,At Risk
9456,Emma Miller,56,UK,Premium,937.66,Drama,2024-08-25,188,469,22.99,275.88,3,5,4,354,12,Potential Loyalists
9457,David Miller,65,France,Standard,923.04,Documentary,2024-10-02,150,462,15.49,185.88,3,5,3,353,11,Potential Loyalists
9458,Sarah Hernandez,43,Japan,Premium,227.35,Documentary,2024-05-02,303,114,22.99,275.88,1,2,4,124,7,Lost
9459,Katie Miller,79,Mexico,Basic,645.66,Comedy,2024-03-13,353,323,9.99,119.88,1,4,1,141,6,Lost
9460,David Johnson,36,UK,Standard,147.22,Documentary,2024-09-08,174,74,15.49,185.88,3,1,3,313,7,Lost
9461,John Hernandez,62,Australia,Standard,94.18,Romance,2025-02-16,13,48,15.49,185.88,5,1,3,513,9,New Customers
9462,Sarah Brown,32,USA,Basic,570.18,Sci-Fi,2024-05-20,285,286,9.99,119.88,2,3,1,231,6,Lost
9463,Alex Hernandez,51,Australia,Basic,386.53,Documentary,2025-02-10,19,194,9.99,119.88,5,2,1,521,8,New Customers
9464,Emma Brown,48,USA,Premium,987.22,Horror,2024-12-29,62,494,22.99,275.88,5,5,4,554,14,Champions
9465,James Brown,47,India,Standard,462.33,Romance,2024-11-26,95,232,15.49,185.88,4,3,3,433,10,Loyal Customers
9466,James Williams,14,Mexico,Basic,998.81,Romance,2024-12-14,77,500,9.99,119.88,4,5,1,451,10,Loyal Customers
9467,Emma Hernandez,15,Germany,Standard,315.64,Sci-Fi,2024-09-24,158,158,15.49,185.88,3,2,3,323,8,Needs Attention
9468,David Garcia,49,Brazil,Basic,492.54,Documentary,2024-12-18,73,247,9.99,119.88,4,3,1,431,8,Loyal Customers
9469,James Garcia,17,USA,Standard,469.19,Sci-Fi,2024-12-22,69,235,15.49,185.88,4,3,3,433,10,Loyal Customers
9470,Emma Davis,76,Mexico,Basic,391.8,Horror,2024-09-08,174,196,9.99,119.88,3,2,1,321,6,Lost
9471,Sarah Garcia,14,UK,Standard,548.78,Action,2025-02-28,1,275,15.49,185.88,5,3,3,533,11,Loyal Customers
9472,David Miller,30,India,Basic,434.73,Drama,2024-10-20,132,218,9.99,119.88,4,3,1,431,8,Loyal Customers
9473,John Martinez,15,France,Standard,705.22,Sci-Fi,2024-06-02,272,353,15.49,185.88,2,4,3,243,9,At Risk
9474,Sarah Miller,68,Australia,Premium,187.27,Drama,2025-03-04,-3,94,22.99,275.88,5,1,4,514,10,New Customers
9475,Michael Johnson,59,France,Basic,274.83,Action,2024-05-12,293,138,9.99,119.88,1,2,1,121,4,Lost
9476,Emma Martinez,19,Mexico,Basic,885.64,Romance,2024-10-11,141,443,9.99,119.88,3,5,1,351,9,Promising
9477,John Brown,45,USA,Basic,486.95,Drama,2024-08-17,196,244,9.99,119.88,3,3,1,331,7,Promising
9478,Michael Hernandez,20,Mexico,Standard,657.33,Sci-Fi,2024-10-13,139,329,15.49,185.88,3,4,3,343,10,Potential Loyalists
9479,Emma Miller,23,Japan,Basic,22.26,Documentary,2024-05-28,277,12,9.99,119.88,2,1,1,211,4,Hibernating
9480,David Jones,70,Brazil,Standard,226.02,Sci-Fi,2024-10-08,144,114,15.49,185.88,3,2,3,323,8,Needs Attention
9481,Jane Martinez,16,Japan,Basic,682.58,Romance,2024-07-10,234,342,9.99,119.88,2,4,1,241,7,Lost
9482,Emma Williams,57,UK,Standard,301.43,Documentary,2024-11-08,113,151,15.49,185.88,4,2,3,423,9,New Customers
9483,Chris Garcia,26,Japan,Standard,266.3,Documentary,2024-05-21,284,134,15.49,185.88,2,2,3,223,7,Hibernating
9484,Emma Williams,23,India,Premium,993.52,Romance,2025-02-11,18,497,22.99,275.88,5,5,4,554,14,Champions
9485,James Garcia,71,India,Basic,20.77,Action,2024-11-04,117,11,9.99,119.88,4,1,1,411,6,New Customers
9486,John Davis,47,France,Basic,696.66,Comedy,2024-05-01,304,349,9.99,119.88,1,4,1,141,6,Lost
9487,Alex Garcia,60,Mexico,Basic,862.88,Documentary,2025-03-04,-3,432,9.99,119.88,5,5,1,551,11,Loyal Customers
9488,James Miller,53,Brazil,Standard,849.89,Romance,2024-07-04,240,425,15.49,185.88,2,5,3,253,10,At Risk
9489,James Brown,33,Canada,Basic,323.63,Horror,2025-01-01,59,162,9.99,119.88,5,2,1,521,8,New Customers
9490,Alex Miller,27,Brazil,Premium,543.48,Drama,2024-04-06,329,272,22.99,275.88,1,3,4,134,8,At Risk
9491,Katie Brown,18,Germany,Standard,527.32,Horror,2024-06-19,255,264,15.49,185.88,2,3,3,233,8,At Risk
9492,Emma Davis,50,Canada,Standard,819.13,Drama,2025-02-12,17,410,15.49,185.88,5,5,3,553,13,Loyal Customers
9493,Emma Johnson,14,UK,Standard,377.6,Sci-Fi,2024-10-11,141,189,15.49,185.88,3,2,3,323,8,Needs Attention
9494,Jane Martinez,33,Germany,Premium,355.36,Romance,2024-10-23,129,178,22.99,275.88,4,2,4,424,10,New Customers
9495,Sarah Miller,55,Japan,Basic,645.24,Romance,2024-12-25,66,323,9.99,119.88,4,4,1,441,9,Loyal Customers
9496,Chris Johnson,51,Canada,Standard,758.39,Documentary,2024-11-17,104,380,15.49,185.88,4,4,3,443,11,Loyal Customers
9497,Jane Garcia,62,Canada,Standard,60.44,Documentary,2024-08-04,209,31,15.49,185.88,3,1,3,313,7,Lost
